"Name","Type of Institution","Old Name","Date Reregistered","Street Address","Area","State","Telephone","Fax","website","eMail","Postal Address","Country","Ownership Type","Comments","Date Licensed"
"BBSV Bureau de Change Limited","Bureau De Change","","2/21/2007","18, Sanni Adewale Street, Off Breadfruit Street","Lagos Island","LAG","","","","","18, Sanni Adewale Street, Off Breadfruit Street","NGN","Domestic","","2/21/2007",
"Beauty Sky Bureau De Change Limited","Bureau De Change","","6/22/2007","46, Ita Akanni Street, Off Nnamdi Azikiwe Street,","Lagos Island","LAG","01-4708732","","","","Lagos","NGN","Domestic","","6/22/2007",
"BECAY BDC","Bureau De Change","","","9 johnson street main market","","ANA","","","","","9 Johnson Street, Main Market Onitsha","NGN","","","",
"Bedrock Bureau de Change Limited","Bureau De Change","","","Wema Terrace House, Block 4, House 5, Udi Street, ","","LAG","","","","","Wema Terrace House, Block 4, House 5, Udi Street, ","NGN","Domestic","","11/6/2007",
"Bennie More Bureau De Change Limited","Bureau De Change","","6/22/2007","23/29, Abibu Oki Street, Off Broad Street,","Lagos Island","LAG","01-2667235; 7209931; 2667235","","","","Lagos","NGN","Domestic","","6/22/2007",
"Bestway Hotel Bureau De Change Limited","Bureau De Change","","6/22/2007","55, Orlu Road, Owerri","","IMO","083-230711","","","","","NGN","Domestic","","6/22/2007",
"BF Bureau de Change Limited","Bureau De Change","","","Great Nigeria House , 1st Floor, 47/57, Martins St","","LAG","0803 308 5366","","","","Great Nigeria House , 1st Floor, 47/57, Martins St","NGN","Domestic","","10/8/2007",
"BIDEMI AYORINDE & SONS BDC","Bureau De Change","","","14, Balogun West Street","Lagos Island","LAG","","","","","14 alogun ~Street ,Lagos.","NGN","","","",
"Bin Dahuud Bureau de Change Limited","Bureau De Change","","","Shop 51, NAF Shops, LEGICO, Victoria Island, Lagos","Lagos Island","LAG","","","","","Shop 51, NAF Shops, LEGICO, Victoria Island, Lagos","NGN","Domestic","","6/13/2007",
"Bizon Bureau De Change Limited","Bureau De Change","","","12, Abibu Oki Street, BAICO Plaza, 8th Floor ","Lagos Island","LAG","","","","","","NGN","Domestic","","5/25/2009",
"Bluewall Bureau De Change Limited","Bureau De Change","","6/22/2007","Great Nigeria House, 1st Floor,","Lagos Island","LAG","01-2663244","","","","45/57 Martins Street, Lagos","NGN","Domestic","","6/22/2007",
"BMF Bureau de Change Limited","Bureau De Change","","","52, Tokunboh Street, Lagos","Lagos Island","LAG","01 - 8126659; 8181949","","","","52, Tokunboh Street, Lagos","NGN","Domestic","","7/23/2007",
"BOK Bureau De Change Limited","Bureau De Change","","6/22/2007","19, Beirut Road, Kano","","KAN","08027813838; 064-949300","","","","","NGN","Domestic","","6/22/2007",
"Brash International Bureau de Change Limited","Bureau De Change","","","2, Oroloye Crescent, Off Salvation Road, Opebi, Ik","","LAG","","","","","2, Oroloye Crescent, Off Salvation Road, Opebi, Ik","NGN","Domestic","","8/6/2007",
"Bright Bureau De Change Limited","Bureau De Change","","6/22/2007","3A, Johnson Street, Main Market,","","ANA","","","","","Onitsha","NGN","Domestic","","6/22/2007",
"Broadway Securities Ltd Bureau De Change ","Bureau De Change","","6/22/2007","Nurse House, PC 43, Afribanj Street,","","LAG","01-7743560; 4933828; 08033068738","01-5557674","","","2nd Floor, Victoria Island,","NGN","Domestic","","6/22/2007",
"BTC Bureau De Change Limited","Bureau De Change","","6/22/2007","23, Marina, Lagos","","LAG","01-2715214-5","","","","","NGN","Domestic","","6/22/2007",
"Bullion Exchange & Finance Limited Bureau De Chang","Bureau De Change","","6/22/2007","3rd Floor; 6, Davies Street,","Lagos Island","LAG","01-2662568; 2641879","","","","Marina","NGN","Domestic","","6/22/2007",
"Buyuk Bureau de Change Limited","Bureau De Change","","","16th Floor, Eleganza Building, 15B, Joseph Street,","Lagos Island","LAG","01-8722973; 0805 870 8121","","","","16th Floor, Eleganza Building, 15B, Joseph Street,","NGN","Domestic","","5/31/2007",
"Calibre Bureau De Change Limited","Bureau De Change","","6/22/2007","45A, Campbell Street","Lagos Island","LAG","01-4620887-9; 2690864","","","","","NGN","Domestic","","6/22/2007",
"Candour Bureau de Change Limited","Bureau De Change","","","Suite 157, Sheraton Hotels & Towers, Abuja","","ABU","0803 462 0020; 0805 51409777","","","","Suite 157, Sheraton Hotels & Towers, Abuja","NGN","Domestic","","7/4/2007",
"Capital Providers Bureau De Change Limited","Bureau De Change","","6/22/2007","132, Broad Street, 3rd Floor, Lagos","","LAG","01-2663841; 2665379","","","","","NGN","Domestic","","6/22/2007",
"CARTE BLANCHE BDC LIMITED","Bureau De Change","","","plot 287 Ajose Adeogun Street"," Victoria Island","LAG","","","","","plot 287 Ajose Adeogun  street Victoria Island Lag","NGN","","","",
"CASH EXPRESS BDC LIMITED","Bureau De Change","","","19 Broad Street, CMS bookshop House","Lagos","LAA","","","","","19 Broad Street CMS, Lagos","NGN","","","",
"Cash Link Bureau De Change Limited","Bureau De Change","","6/22/2007","UBA Building, 2nd Floor, Plot 22B,","","LAG","01-2620376; 2620377; 618980","01-2620370","","","Idowu Taylor Street, Victoria Island","NGN","Domestic","","6/22/2007",
"Castles Bureau de Change Limited","Bureau De Change","","","Suites 139/140 Union Homes Shopping Complex; 2nd F","Lagos Island","LAG","234-1-7260372","","","","Suites 139/140 Union Homes Shopping Complex; 2nd F","NGN","Domestic","","6/26/2006",
"CBL Bureau de Change Limited","Bureau De Change","","","11th Floor, Eleganza Hosue, 15B, Wesley/Joseph Str","","LAG","","","","","11th Floor, Eleganza Hosue, 15B, Wesley/Joseph Str","NGN","Domestic","","9/24/2007",
"CED Bureau de Change Limited","Bureau De Change","","","D24/27, Otunba Animashaun Close, Off st. Patrick C","Lagos Island","LAG","","","","","D24/27, Otunba Animashaun Close, Off st. Patrick C","NGN","Domestic","","12/18/2007",
"Cekjani Bureau De Change Limited","Bureau De Change","","","60, Murtala Moh'd Way, Kano","","KAN","0805 312 7635","","","","60, Murtala Moh'd Way, Kano","NGN","Domestic","","10/20/2006",
"Celandy Bureau De Change Limited","Bureau De Change","","","Plot 855, Danyadado House Annex, Tafawa Balewa Rd","Garki, Area 11","ABU","07034084997","","","","P.O. Box 1713, Area 10, Garki ","NGN","Domestic","","6/2/2011",
"Centage Bureau De Change Limited","Bureau De Change","","6/22/2007","229, Herbert Macaulay Street, ","","LAG","01-7740612; 5453786","","","","Alagomeji, Yaba","NGN","Domestic","","6/22/2007",
"Chamley Bureau De Change Limited","Bureau De Change","","6/22/2007","9, Chamley Street, Calabar","","CRO","087-254442; 08060319649","","","","","NGN","Domestic","","6/22/2007",
"Chidex Bureau de Change Limited","Bureau De Change","","","18, Sanni Adewale Street, Lagos","","LAG","0803 34648","","","","18, Sanni Adewale Street, Lagos","NGN","Domestic","","9/17/2007",
"CHUK FINANCE & SECURITIES LIMITED","Bureau De Change","","","26 Sumbo Jibowu Street","South West, Ikoyi","LAG","","","","","26, Sumbo Jibowu Street, S.W. Ikoyi Lagos.","NGN","","","",
"Circulated Bureau de Change Limited","Bureau De Change","","","13th Mile, Opp. Girls Sec. School, Nnewi, Anambra ","","ANA","","","","","13th Mile, Opp. Girls Sec. School, Nnewi, Anambra ","NGN","Domestic","","10/3/2007",
"CIT Bureau de Change Limited","Bureau De Change","","","15B, Joseph Street, Lagos","","LAG","8036732625","","","","15B, Joseph Street, Lagos","NGN","Domestic","","12/18/2007",
"CITY BDC LIMITED","Bureau De Change","","","294 Herbert Macoulay Street","Yaba","LAG","","","","","294 Herbert Macualay  Street, Yaba Lagos","NGN","","","",
"Collosal Bureau De Change Limited","Bureau De Change","","6/22/2007","2nd Floor; 16, Chapel Street, ","Lagos Island","LAG","","","","","By Apongbon, Lagos","NGN","Domestic","","6/22/2007",
"Comcriss Bureau De Change Limited","Bureau De Change","","6/22/2007","No Mans' Land, Kano","","KAN","","","","","","NGN","Domestic","","6/22/2007",
"Commint Bureau De Change Limited","Bureau De Change","","6/22/2007","19, Broad Street, Old Bookshop House,","","LAG","01-2600230-9; 2637865; 2637864","","","","Lagos","NGN","Domestic","","6/22/2007",
"Comtai Bureau De Change Limited","Bureau De Change","","","No. 313, Wapa Murtala Mohammed Way, Fagge, Kano","","KAN","","","","","No. 313, Wapa Murtala Mohammed Way, Fagge, Kano","NGN","Domestic","","11/26/2007",
"Confidence Bureau De Change Limited","Bureau De Change","","6/22/2007","20, Okwei Street, Onitsha","","ANA","046-309925; 08036726567","","","","","NGN","Domestic","","6/22/2007",
"Consolidated Benefits Limited Bureau De Change ","Bureau De Change","","6/22/2007","Alpha House; 166B Obafemi Awolowo Way, Ikeja","","LAG","01-8124089; 8196763; 8197731","01-5556561","","","","NGN","Domestic","","6/22/2007",
"Consolidated Financial Services Bureau De Change L","Bureau De Change","","6/22/2007","Lapal House; 285, Igbosere Road; Lagos","","LAG","","","","","","NGN","Domestic","","6/22/2007",
"Continental Exchange Bureau De Change Limited","Bureau De Change","","6/22/2007","3, Nekede/Douglas Road, Owerri","","IMO","","","","","","NGN","Domestic","","6/22/2007",
"COOL COMFORT BDC LIMITED","Bureau De Change","","","5 kosen street","Lagos","LAG","","","","","5 Kosen Street . Lagos","NGN","","","",
"Coral Bureau De Change Limited","Bureau De Change","","6/22/2007","Plot 1661, Oyinjolayemi Street,","","LAG","01-5557342; 4978670-9 ext. 8592","","","","Victoria Island, Lagos","NGN","Domestic","","6/22/2007",
"Corporate Bureau De Change Limited","Bureau De Change","","","Plot 13, Addis Ababa Crescent, Wuse Zone 4, Abuja","","ABU","09-5232685, 09-5238976","","","","Plot 13, Addis Ababa Crescent, Wuse Zone 4, Abuja","NGN","Domestic","Licensed 3rd November, 2007","12/3/2007",
"Cosann Bureau de Change Limited","Bureau De Change","","","Astral Wing, 18th Floor, Stock Exchange Building, ","Lagos Island","LAG","0803 3225 622","","","","Astral Wing, 18th Floor, Stock Exchange Building, ","NGN","","","8/29/2007",
"Credits Unit Bureau De Change Limited","Bureau De Change","","6/22/2007","8, Lake Street, Apongbon, Lagos","","LAG","01-2630956; 4738473; 7949793","01-2630956","","","","NGN","Domestic","","6/22/2007",
"Asuih Bureau De Change Limited","Bureau De Change","","","27, Kakawa Street, Off Broad Street, Behind Sweet Sensation Building ","Lagos Island","LAG","08039164281; 08126484073","","","asuihbdcltd@yahoo.com","","NGN","Domestic","","5/28/2010",
"Crossworld Bureau De Change Limited","Bureau De Change","","6/22/2007","3rd Floor, Bull Plaza, 37/39, Marina, Lagos","Lagos Island","LAG","01-2666608; 2664078; 2667757","","","","","NGN","Domestic","","6/22/2007",
"C-Set Bureau de Change Limited","Bureau De Change","","","6th Floor, Wing B, Elephant Cement House Assibifi ","Ikeja ","LAG","01 - 4615946; 7940439; 4615945; 0803 323 4102","","","ctbureaudechange@yahoo.co.uk","6th Floor, Wing B, Elephant Cement House Assibifi ","NGN","Domestic","","7/31/2007",
"CT Bureau De Change Limited","Bureau De Change","","6/22/2007","77, Awolowo Road (YMCA Building), Ikoyi","","LAG","01-4615946; 7940439; 08033234102","01-4615945","","","","NGN","Domestic","","6/22/2007",
"Cupid Bureau De Change Limited","Bureau De Change","","6/22/2007","Ikeja Shopping Plaza, C310, 3rd Floor;","","LAG","01-8984943; 08023034610","","","","81, Mobolaji Bank Anthony Way, Ikeja","NGN","Domestic","","6/22/2007",
"Currency Direct Express Bureua De Change Limited","Bureau De Change","","","7th Floor Mandilas House, No. 96/102 Broad Street","Lagos Island","LAG","09-2345407","","","","","NGN","Domestic","Licensed as bureau de change ","",
"Currency Exchange Bureau De Change Limited","Bureau De Change","","6/22/2007","15th Floor, Financial Trust House","","LAG","01-2349696","","","","1/4, Balogun / Breadfruit Street, Lagos","NGN","Domestic","","6/22/2007",
"Currency Mart Bureau De Change Limited","Bureau De Change","","6/22/2007","4, Moses Iguoadala Street, ","","LAG","","","","","Shangisha-Ketu, Lagos","NGN","Domestic","","6/22/2007",
"Currency Swap Bureau De Change Limited","Bureau De Change","","6/22/2007","18th Floor, Bull Plaza, Marina Lagos","","LAG","01-2710961","","","","","NGN","Domestic","","6/22/2007",
"D. Toppers Bureau De Change Limited","Bureau De Change","","6/22/2007","Plot 46, Nosak Road, ","","LAG","","","","","Amuwo Odofin Industrial Estate, Lagos","NGN","Domestic","","6/22/2007",
"Dabi Bureau De Change Limited","Bureau De Change","","6/22/2007","Shop 32, Opposite Terminal 1, ","","LAG","","","","","MMA, Domestic Airport, Ikeja","NGN","Domestic","","6/22/2007",
"Daddy Abubakar Mohammed & Co. Bureau De Change Lim","Bureau De Change","","6/22/2007","469, Tanko Shehu Road, Wapa
","","KAN","064-531733; 637212","","","","Fagge, Kano","NGN","Domestic","","6/22/2007",
"Dalex Bureau De Change Limited","Bureau De Change","","6/22/2007","25, Bida Road, Onitsha","","ANA","046-310788","","","","","NGN","Domestic","","6/22/2007",
"Dama Trust Bureau de Change Limited","Bureau De Change","","","13/15, Lake Street, Off Broad Street, Lagos","","LAG","01 - 2661601; 2668656","","","damatrust@yahoo.com","13/15, Lake Street, Off Broad Street, Lagos","NGN","Domestic","","11/21/2007",
"DAMANA YIN ALLAH BDC LIMITED","Bureau De Change","","","14 Ahamadu Bello Way","Victoria Isalnd","LAG","","","","","14, Ahamadu Bello Way , Victoria  Island . Lagos","NGN","","","",
"Dan  Bureau de Change Limited","Bureau De Change","","","Suite 2B Ekiti Shopping Plaza; 111, Obafemi Awolow","Lagos Island","LAG","0803 308 0045","","","","Suite 2B Ekiti Shopping Plaza; 111, Obafemi Awolow","NGN","Domestic","","",
"Dan Gama Bureau De Change Limited","Bureau De Change","","6/22/2007","27/32 Beirut Road, Kano","","KAN","064-648992; 08032032336","","","","","NGN","Domestic","","6/22/2007",
"Dan Kawu Bureau de Change limited","Bureau De Change","","","12, Sanni Adewale Street, Lagos","","LAG","","","","","12, Sanni Adewale Street, Lagos","NGN","Domestic","","7/26/2006",
"DANAB BUREAU DE CHANGE LIMITED","Bureau De Change","","","N6 / 583, No 18 Sabo Lane, Besides Sabo Comm. Bank","","OYO","","","","","P.O. Box 16419, Ibadan, Oyo State","NGN","","","",
"Danon Bureau De Change Limited","Bureau De Change","","6/22/2007","Suite 17, Motorways Plaza, Ojota, Lagos","","LAG","","","","","","NGN","Domestic","","6/22/2007",
"Danube Bureau de Change Limited","Bureau De Change","","","5, Idowu Taylor Street, Lagos","Lagos Island","LAG","0802 319 4958; 0802 344 7960; 01-2627822","","","","5, Idowu Taylor Street, Lagos","NGN","Domestic","","6/13/2007",
"Danyaro Bureau de Change Limited","Bureau De Change","","","No. 566, Illo Road, Wappa-Fagge, Kano State","","KAN","0806 807 8233","","","","No. 566, Illo Road, Wappa-Fagge, Kano State","NGN","Domestic","","10/22/2007",
"Daram Bureau de Change Limited","Bureau De Change","","","c/o Shehu Wada & Co. Esq., 31, Alexadra Crescent, ","","ABU","0803 423 0920","","","","c/o Shehu Wada & Co. Esq., 31, Alexadra Crescent, ","NGN","Domestic","","",
"Dasaco Bureau de Change Limited","Bureau De Change","","","2, Afric Road, Off Western Avenue, Iponri, Suruler","","LAG","","","","","2, Afric Road, Off Western Avenue, Iponri, Suruler","NGN","Domestic","","8/20/2007",
"Dawakin Kalgewai Bureau De Change Limited","Bureau De Change","","6/22/2007","6, Sulu Bolaji Street, Lagos","","LAG","08033446632","","","","","NGN","Domestic","","6/22/2007",
"Dayspring Bureau de Change Limited","Bureau De Change","","","25, Bida Road, Onitsha, Anambra State","","ANA","8033078247","","","","25, Bida Road, Onitsha, Anambra State","NGN","Domestic","","12/18/2007",
"DE HONEY BDC LIMITED","Bureau De Change","","","plot 161 B adeola hopewell street","Victoria Isalnd","LAG","","","","","161 B Adeola Hopewell Street Victoria Island , Lag","NGN","","","",
"Dedon Bureau De Change Limited","Bureau De Change","","6/22/2007","39, Campbell Street, 3rd Floor,","","LAG","08036010921","","","","Apartment 15, Lagos","NGN","Domestic","","6/22/2007",
"Deep-Point Bureau De Change Limited","Bureau De Change","","6/22/2007","8/10, Broad Street, Lagos","Lagos Island","LAG","01-2635527","","","","","NGN","Domestic","","6/22/2007",
"Dekol Bureau De Change Limited","Bureau De Change","","6/22/2007","47/57 Martins Street, 7th Floor","Lagos Island","LAG","","","","","Great Nigeria House, Lagos","NGN","Domestic","","6/22/2007",
"Delin Bureau De Change Limited","Bureau De Change","","","13 Babs Animashaun Road, Surulere, Lagos State","","LAG","","","","","","NGN","Domestic","","11/5/2008",
"DEO Finance Company Bureau De Change Limited","Bureau De Change","","6/22/2007","Suite E 10, Falomo Shopping Complex,","","LAG","","","","","Ikoyi-Lagos","NGN","Domestic","","6/22/2007",
"Dependable Bureau De Change Limited","Bureau De Change","","6/22/2007","61, Broad Street, Lagos","","LAG","01-4661696; 4771697","","","","","NGN","Domestic","","6/22/2007",
"Descent Bureau De Change Limited","Bureau De Change","","6/22/2007","Mayfresh Plaza, Block A, ASPAMDA Int'l","","LAG","","","","","Trade Fair Complex, Ojo-Lagos","NGN","Domestic","","6/22/2007",
"Digare Bureau De Change Limited","Bureau De Change","","6/22/2007","23A, Breadfruit Street, Lagos","","LAG","","","","","","NGN","Domestic","","6/22/2007",
"Dilysflora Bureau de Change Limited","Bureau De Change","","","Line B07, Alaba Int'l Market, Alaba, Lagos.","Lagos Island","LAG","0803 3377 534","","","","Line B07, Alaba Int'l Market, Alaba, Lagos.","NGN","Domestic","","5/25/2007",
"DIO Bureau De Change Limited","Bureau De Change","","6/22/2007","93, Broad Street, Lagos","Lagos Island","LAG","","","","","","NGN","Domestic","","6/22/2007",
"Disney Bureau De Change Limited","Bureau De Change","","6/22/2007","6th Floor, Big Leaf House, 7, Oyinjolayemi Street,","","LAG","01-8915404","","","","Victoria Island, Lagos","NGN","Domestic","","6/22/2007",
"Divine Bureau De Change Limited","Bureau De Change","","6/22/2007","Suite T - 21/23, OZDE Plaza,","","LAG","","","","","22, Osolo Way, Ajao Estate, Lagos","NGN","Domestic","","6/22/2007",
"Dolphin Bureau De Change Limited","Bureau De Change","","6/22/2007","Plot 440, Nelson Mandela Street,","","ABU","09-3143444-6","","","","Asokoro-Abuja","NGN","Domestic","","6/22/2007",
"Down-Town Bureau de Change Limited","Bureau De Change","","","23, Association Avenue, Ilupeju - Lagos","","LAG","","","","","23, Association Avenue, Ilupeju - Lagos","NGN","Domestic","","8/24/2007",
"DSI Bureau De Change Limited","Bureau De Change","","6/22/2007","94, Broad Street, Onitsha","","ANA","08033831741","","","","","NGN","Domestic","","6/22/2007",
